"Gene"	"Gene synonym"	"Ensembl"	"Gene description"	"Uniprot"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA cell line specificity"	"RNA cell line distribution"
"ALK"	"CD246"	"ENSG00000171094"	"ALK receptor tyrosine kinase"	"Q9UM73"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enriched"	"Detected in some"
"ALOX12"	"12S-LOX"	"ENSG00000108839"	"Arachidonate 12-lipoxygenase, 12S type"	"P18054"	"Tissue enhanced"	"Detected in many"	NA	"Group enriched"	"Detected in some"
"ALOX15B"	"15-LOX-2"	"ENSG00000179593"	"Arachidonate 15-lipoxygenase, type B"	"O15296"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ALPK1"	"FLJ22670, KIAA1527, Lak"	"ENSG00000073331"	"Alpha kinase 1"	"Q96QP1"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"ALPK2"	"HAK"	"ENSG00000198796"	"Alpha kinase 2"	"Q86TB3"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in many"
"ALPL"	"HOPS, TNSALP"	"ENSG00000162551"	"Alkaline phosphatase, liver/bone/kidney"	"P05186"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ALPP"	NA	"ENSG00000163283"	"Alkaline phosphatase, placental"	"P05187"	"Tissue enriched"	"Detected in some"	17	"Group enriched"	"Detected in some"
"ALS2"	"ALS2CR6"	"ENSG00000003393"	"ALS2, alsin Rho guanine nucleotide exchange factor"	"Q96Q42"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ALS2CL"	"DKFZp686I0110, FLJ36525, RN49018"	"ENSG00000178038"	"ALS2 C-terminal like"	"Q60I27"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ALX4"	"FPP, KIAA1788, PFM, PFM2"	"ENSG00000052850"	"ALX homeobox 4"	"Q9H161"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"AMBRA1"	"DCAF3, FLJ20294, KIAA1736, WDR94"	"ENSG00000110497"	"Autophagy and beclin 1 regulator 1"	"Q9C0C7"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"AMELX"	"AIH1, AMG"	"ENSG00000125363"	"Amelogenin, X-linked"	"Q99217"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in single"
"AMMECR1"	NA	"ENSG00000101935"	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"	"Q9Y4X0"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"AMPD3"	NA	"ENSG00000133805"	"Adenosine monophosphate deaminase 3"	"Q01432"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"AMT"	"GCST, NKH"	"ENSG00000145020"	"Aminomethyltransferase"	"P48728"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"AMZ2"	NA	"ENSG00000196704"	"Archaelysin family metallopeptidase 2"	"Q86W34"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANGEL1"	"Ccr4e, KIAA0759"	"ENSG00000013523"	"Angel homolog 1"	"Q9UNK9"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANGPT4"	NA	"ENSG00000101280"	"Angiopoietin 4"	"Q9Y264"	"Tissue enhanced"	"Detected in many"	NA	"Group enriched"	"Detected in some"
"ANGPTL5"	NA	"ENSG00000187151"	"Angiopoietin like 5"	"Q86XS5"	"Tissue enhanced"	"Detected in many"	NA	"Group enriched"	"Detected in some"
"ANK2"	"LQT4"	"ENSG00000145362"	"Ankyrin 2"	"Q01484"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ANK3"	NA	"ENSG00000151150"	"Ankyrin 3"	"Q12955"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ANKAR"	"FLJ25415"	"ENSG00000151687"	"Ankyrin and armadillo repeat containing"	"Q7Z5J8"	"Group enriched"	"Detected in some"	4	"Cell line enhanced"	"Detected in some"
"ANKFY1"	"ANKHZN, BTBD23, KIAA1255, RANK-5, ZFYVE14"	"ENSG00000185722"	"Ankyrin repeat and FYVE domain containing 1"	"Q9P2R3"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANKH"	"ANK, CCAL2, CMDJ, CPPDD, HANK, SLC62A1"	"ENSG00000154122"	"ANKH inorganic pyrophosphate transport regulator"	"Q9HCJ1"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ANKMY1"	"FLJ20499, ZMYND13"	"ENSG00000144504"	"Ankyrin repeat and MYND domain containing 1"	"Q9P2S6"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"ANKRD1"	"ALRP, C-193, CARP, CVARP, MCARP"	"ENSG00000148677"	"Ankyrin repeat domain 1"	"Q15327"	"Group enriched"	"Detected in some"	81	"Cell line enhanced"	"Detected in some"
"ANKRD11"	"LZ16, T13"	"ENSG00000167522"	"Ankyrin repeat domain 11"	"Q6UB99"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANKRD17"	"FLJ22206, GTAR, KIAA0697, MASK2, NY-BR-16"	"ENSG00000132466"	"Ankyrin repeat domain 17"	"O75179"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANKRD18A"	"FLJ35740, KIAA2015"	"ENSG00000180071"	"Ankyrin repeat domain 18A"	"Q8IVF6"	"Group enriched"	"Detected in many"	4	"Cell line enhanced"	"Detected in many"
"ANKRD26"	"KIAA1074, THC2"	"ENSG00000107890"	"Ankyrin repeat domain 26"	"Q9UPS8"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANKRD28"	"KIAA0379, PITK, PP6-ARS-A, PPP1R65"	"ENSG00000206560"	"Ankyrin repeat domain 28"	"O15084"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANKRD33"	"C12orf7, DKFZp686O1689, PANKY"	"ENSG00000167612"	"Ankyrin repeat domain 33"	"Q7Z3H0"	"Group enriched"	"Detected in some"	14	"Cell line enhanced"	"Detected in single"
"ANKRD34B"	"DP58"	"ENSG00000189127"	"Ankyrin repeat domain 34B"	"A5PLL1"	"Tissue enriched"	"Detected in some"	4	"Cell line enriched"	"Detected in some"
"ANKRD36"	"UNQ2430"	"ENSG00000135976"	"Ankyrin repeat domain 36"	"A6QL64"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ANKRD40"	"MGC15396"	"ENSG00000154945"	"Ankyrin repeat domain 40"	"Q6AI12"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANKRD44"	"PP6-ARS-B"	"ENSG00000065413"	"Ankyrin repeat domain 44"	"Q8N8A2"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ANKRD50"	"KIAA1223"	"ENSG00000151458"	"Ankyrin repeat domain 50"	"Q9ULJ7"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ANKRD55"	"FLJ11795"	"ENSG00000164512"	"Ankyrin repeat domain 55"	"Q3KP44"	"Group enriched"	"Detected in some"	5	"Group enriched"	"Detected in some"
"ANKS1A"	"ANKS1, KIAA0229"	"ENSG00000064999"	"Ankyrin repeat and sterile alpha motif domain containing 1A"	"Q92625"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"ANKS1B"	"AIDA-1, ANKS2, cajalin-2, EB-1"	"ENSG00000185046"	"Ankyrin repeat and sterile alpha motif domain containing 1B"	"Q7Z6G8"	"Group enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in some"
"ANLN"	"ANILLIN, scra, Scraps"	"ENSG00000011426"	"Anillin actin binding protein"	"Q9NQW6"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ANO10"	"FLJ10375, MGC47890, SCAR10, TMEM16K"	"ENSG00000160746"	"Anoctamin 10"	"Q9NW15"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"ANO3"	"C11orf25, DYT23, GENX-3947, TMEM16C"	"ENSG00000134343"	"Anoctamin 3"	"Q9BYT9"	"Group enriched"	"Detected in some"	23	"Cell line enhanced"	"Detected in some"
"ANO6"	"DKFZp313M0720, TMEM16F"	"ENSG00000177119"	"Anoctamin 6"	"Q4KMQ2"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANO7"	"IPCA-5, NGEP, PCANAP5, PCANAP5L, TMEM16G"	"ENSG00000146205"	"Anoctamin 7"	"Q6IWH7"	"Tissue enhanced"	"Detected in some"	NA	"Group enriched"	"Detected in some"
"ANO9"	"PIG5, TMEM16J, TP53I5"	"ENSG00000185101"	"Anoctamin 9"	"A1A5B4"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ANP32A"	"C15orf1, I1PP2A, LANP, MAPM, mapmodulin, PHAPI, PP32"	"ENSG00000140350"	"Acidic nuclear phosphoprotein 32 family member A"	"P39687"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ANPEP"	"CD13, gp150, LAP1, p150, PEPN"	"ENSG00000166825"	"Alanyl aminopeptidase, membrane"	"P15144"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ANXA6"	"ANX6"	"ENSG00000197043"	"Annexin A6"	"P08133"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"AOC1"	"ABP1, DAO"	"ENSG00000002726"	"Amine oxidase, copper containing 1"	"P19801"	"Group enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in some"
"AP2A1"	"ADTAA, CLAPA1"	"ENSG00000196961"	"Adaptor related protein complex 2 alpha 1 subunit"	"O95782"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"AP3B1"	"ADTB3A, HPS2"	"ENSG00000132842"	"Adaptor related protein complex 3 beta 1 subunit"	"O00203"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"AP3B2"	"NAPTB"	"ENSG00000103723"	"Adaptor related protein complex 3 beta 2 subunit"	"Q13367"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"AP5Z1"	"KIAA0415, SPG48, zeta"	"ENSG00000242802"	"Adaptor related protein complex 5 zeta 1 subunit"	"O43299"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"APBA3"	"mint3, X11L2"	"ENSG00000011132"	"Amyloid beta precursor protein binding family A member 3"	"O96018"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"APBB1"	"Fe65, RIR"	"ENSG00000166313"	"Amyloid beta precursor protein binding family B member 1"	"O00213"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"APBB2"	"FE65L, FE65L1, MGC35575"	"ENSG00000163697"	"Amyloid beta precursor protein binding family B member 2"	"Q92870"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"APEX2"	"APE2, APEXL2, XTH2, ZGRF2"	"ENSG00000169188"	"Apurinic/apyrimidinic endodeoxyribonuclease 2"	"Q9UBZ4"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"APLP1"	"APLP"	"ENSG00000105290"	"Amyloid beta precursor like protein 1"	"P51693"	"Tissue enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in many"
"APLP2"	"APPH, APPL2"	"ENSG00000084234"	"Amyloid beta precursor like protein 2"	"Q06481"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"APMAP"	"BSCv, C20orf3"	"ENSG00000101474"	"Adipocyte plasma membrane associated protein"	"Q9HDC9"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"APOA2"	NA	"ENSG00000158874"	"Apolipoprotein A2"	"P02652"	"Tissue enriched"	"Detected in some"	321	"Cell line enriched"	"Detected in some"
"APOB"	NA	"ENSG00000084674"	"Apolipoprotein B"	"P04114"	"Group enriched"	"Detected in some"	145	"Cell line enriched"	"Detected in some"
"APOBEC3C"	"APOBEC1L, ARDC2, ARDC4, ARP5, bK150C2.3, PBI"	"ENSG00000244509"	"Apolipoprotein B mRNA editing enzyme catalytic subunit 3C"	"Q9NRW3"	"Tissue enhanced"	"Detected in many"	NA	"Low cell line specificity"	"Detected in many"
"APOBEC3F"	"ARP8, BK150C2.4.MRNA, KA6"	"ENSG00000128394"	"Apolipoprotein B mRNA editing enzyme catalytic subunit 3F"	"Q8IUX4"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"APOBEC3G"	"bK150C2.7, CEM15, dJ494G10.1, FLJ12740, MDS019"	"ENSG00000239713"	"Apolipoprotein B mRNA editing enzyme catalytic subunit 3G"	"Q9HC16"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"APOL4"	"APOLIV"	"ENSG00000100336"	"Apolipoprotein L4"	"Q9BPW4"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"APOL6"	"APOL-VI, APOLVI"	"ENSG00000221963"	"Apolipoprotein L6"	"Q9BWW8"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"APTX"	"AOA, AOA1, AXA1, EAOH, EOAHA, FLJ20157"	"ENSG00000137074"	"Aprataxin"	"Q7Z2E3"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"AQP12A"	"AQP12"	"ENSG00000184945"	"Aquaporin 12A"	"Q8IXF9"	"Tissue enriched"	"Detected in single"	182	"Cell line enhanced"	"Detected in single"
"AR"	"AIS, DHTR, HUMARA, NR3C4, SBMA, SMAX1"	"ENSG00000169083"	"Androgen receptor"	"P10275"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ARAP3"	"CENTD3, DRAG1, FLJ21065"	"ENSG00000120318"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"	"Q8WWN8"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"AREL1"	"FIEL1, KIAA0317"	"ENSG00000119682"	"Apoptosis resistant E3 ubiquitin protein ligase 1"	"O15033"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARFGAP1"	"ARF1GAP, bA261N11.3, FLJ10767"	"ENSG00000101199"	"ADP ribosylation factor GTPase activating protein 1"	"Q8N6T3"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARFGEF2"	"BIG2"	"ENSG00000124198"	"ADP ribosylation factor guanine nucleotide exchange factor 2"	"Q9Y6D5"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARHGAP11A"	"KIAA0013"	"ENSG00000198826"	"Rho GTPase activating protein 11A"	"Q6P4F7"	"Tissue enhanced"	"Detected in many"	NA	"Low cell line specificity"	"Detected in many"
"ARHGAP12"	"FLJ10971, FLJ20737, FLJ21785"	"ENSG00000165322"	"Rho GTPase activating protein 12"	"Q8IWW6"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARHGAP21"	"ARHGAP10, KIAA1424"	"ENSG00000107863"	"Rho GTPase activating protein 21"	"Q5T5U3"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"ARHGAP26"	"GRAF, KIAA0621, OPHN1L, OPHN1L1"	"ENSG00000145819"	"Rho GTPase activating protein 26"	"Q9UNA1"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARHGAP32"	"GC-GAP, GRIT, KIAA0712, MGC1892, RICS"	"ENSG00000134909"	"Rho GTPase activating protein 32"	"A7KAX9"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARHGAP35"	"GRF-1, GRLF1, KIAA1722, P190A, p190ARhoGAP, p190RhoGAP"	"ENSG00000160007"	"Rho GTPase activating protein 35"	"Q9NRY4"	"Low tissue specificity"	"Detected in many"	NA	"Low cell line specificity"	"Detected in all"
"ARHGAP4"	"C1, KIAA0131, p115, RhoGAP4, SrGAP4"	"ENSG00000089820"	"Rho GTPase activating protein 4"	"P98171"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ARHGAP44"	"KIAA0672, RICH-2, RICH2"	"ENSG00000006740"	"Rho GTPase activating protein 44"	"Q17R89"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ARHGAP8"	"BPGAP1, FLJ20185"	"ENSG00000241484"	"Rho GTPase activating protein 8"	"P85298"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ARHGAP9"	"10C, MGC1295"	"ENSG00000123329"	"Rho GTPase activating protein 9"	"Q9BRR9"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ARHGDIA"	"GDIA1, RHOGDI"	"ENSG00000141522"	"Rho GDP dissociation inhibitor alpha"	"P52565"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARHGDIB"	"GDIA2, GDID4, Ly-GDI, RAP1GN1, RhoGDI2"	"ENSG00000111348"	"Rho GDP dissociation inhibitor beta"	"P52566"	"Group enriched"	"Detected in all"	6	"Cell line enhanced"	"Detected in many"
"ARHGEF10L"	"FLJ10521, KIAA1626"	"ENSG00000074964"	"Rho guanine nucleotide exchange factor 10 like"	"Q9HCE6"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ARHGEF11"	"GTRAP48, KIAA0380, PDZ-RHOGEF"	"ENSG00000132694"	"Rho guanine nucleotide exchange factor 11"	"O15085"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARHGEF16"	"GEF16, NBR"	"ENSG00000130762"	"Rho guanine nucleotide exchange factor 16"	"Q5VV41"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ARHGEF19"	"FLJ33962, WGEF"	"ENSG00000142632"	"Rho guanine nucleotide exchange factor 19"	"Q8IW93"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ARHGEF3"	"DKFZP434F2429, GEF3, STA3, XPLN"	"ENSG00000163947"	"Rho guanine nucleotide exchange factor 3"	"Q9NR81"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARHGEF4"	"ASEF, KIAA1112, STM6"	"ENSG00000136002"	"Rho guanine nucleotide exchange factor 4"	"Q9NR80"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ARHGEF40"	"FLJ10357, solo"	"ENSG00000165801"	"Rho guanine nucleotide exchange factor 40"	"Q8TER5"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARHGEF5"	"GEF5, P60, TIM, TIM1"	"ENSG00000050327"	"Rho guanine nucleotide exchange factor 5"	"Q12774"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ARHGEF7"	"BETA-PIX, COOL1, DKFZp686C12170, DKFZp761K1021, KIAA0142, Nbla10314, P50, P50BP, P85, P85COOL1, P85SPR, PAK3, PIXB"	"ENSG00000102606"	"Rho guanine nucleotide exchange factor 7"	"Q14155"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARID1A"	"B120, BAF250, BAF250a, C10rf4, C1orf4, P270, SMARCF1"	"ENSG00000117713"	"AT-rich interaction domain 1A"	"O14497"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARID1B"	"6A3-5, BAF250b, DAN15, ELD/OSA1, KIAA1235, p250R"	"ENSG00000049618"	"AT-rich interaction domain 1B"	"Q8NFD5"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARID3A"	"BRIGHT, DRIL1"	"ENSG00000116017"	"AT-rich interaction domain 3A"	"Q99856"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARID3B"	"BDP, DRIL2"	"ENSG00000179361"	"AT-rich interaction domain 3B"	"Q8IVW6"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARID3C"	NA	"ENSG00000205143"	"AT-rich interaction domain 3C"	"A6NKF2"	"Tissue enriched"	"Detected in some"	12	"Cell line enhanced"	"Detected in some"
"ARL11"	"ARLTS1, FLJ33930"	"ENSG00000152213"	"ADP ribosylation factor like GTPase 11"	"Q969Q4"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ARL6IP4"	"SFRS20, SR-25, SRp25, SRrp37"	"ENSG00000182196"	"ADP ribosylation factor like GTPase 6 interacting protein 4"	"Q66PJ3"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARMC1"	"Arcp, FLJ10511"	"ENSG00000104442"	"Armadillo repeat containing 1"	"Q9NVT9"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARMC12"	"C6orf81, FLJ25390"	"ENSG00000157343"	"Armadillo repeat containing 12"	"Q5T9G4"	"Tissue enriched"	"Detected in some"	10	"Cell line enhanced"	"Detected in some"
"ARMC3"	"CT81, FLJ32827"	"ENSG00000165309"	"Armadillo repeat containing 3"	"Q5W041"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enriched"	"Detected in some"
"ARMCX5"	"FLJ12969, GASP5"	"ENSG00000125962"	"Armadillo repeat containing, X-linked 5"	"Q6P1M9"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARPC1B"	"ARC41, p40-ARC, p41-ARC"	"ENSG00000130429"	"Actin related protein 2/3 complex subunit 1B"	"O15143"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"ARPC2"	"ARC34, p34-Arc"	"ENSG00000163466"	"Actin related protein 2/3 complex subunit 2"	"O15144"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ARPP21"	"ARPP-21, R3HDM3, TARPP"	"ENSG00000172995"	"CAMP regulated phosphoprotein 21"	"Q9UBL0"	"Group enriched"	"Detected in many"	6	"Group enriched"	"Detected in some"
"ARRB1"	"ARR1"	"ENSG00000137486"	"Arrestin beta 1"	"P49407"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"ARSI"	"FLJ16069, SPG66"	"ENSG00000183876"	"Arylsulfatase family member I"	"Q5FYB1"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"ASAP3"	"CENTB6, DDEFL1, FLJ20199, UPLC1"	"ENSG00000088280"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"	"Q8TDY4"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"ASB17"	NA	"ENSG00000154007"	"Ankyrin repeat and SOCS box containing 17"	"Q8WXJ9"	"Tissue enriched"	"Detected in single"	51	"Not detected"	"Not detected"
"ASCC2"	"ASC1p100, DKFZp586O0223, FLJ21588"	"ENSG00000100325"	"Activating signal cointegrator 1 complex subunit 2"	"Q9H1I8"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ASCC3"	"ASC1p200, dJ121G13.4, dJ467N11.1, HELIC1, RNAH"	"ENSG00000112249"	"Activating signal cointegrator 1 complex subunit 3"	"Q8N3C0"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"ASCL3"	"bHLHa42, HASH3, Sgn1"	"ENSG00000176009"	"Achaete-scute family bHLH transcription factor 3"	"Q9NQ33"	"Tissue enriched"	"Detected in single"	37	"Cell line enhanced"	"Detected in some"
"ASH1L"	"ASH1, ASH1L1, huASH1, KMT2H"	"ENSG00000116539"	"ASH1 like histone lysine methyltransferase"	"Q9NR48"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
